448,0.0,250,0.4375,False,0.7170074673592978
30,0.04,5000,0.1875,True,0.6318260405862807
30,0.04,3000,0.4375,True,0.6446764820180767
30,0.04,4000,0.25,True,0.6371815365113699
30,0.02,2000,0.0,False,0.7718194380846432
30,0.02,5000,0.375,True,0.6515618223718462
30,0.02,3000,0.4375,True,0.6507867644134384
30,0.02,1000,0.1875,True,0.6306303402164403
30,0.08,2000,0.0,False,0.722716963874433
30,0.08,3000,0.375,True,0.6347086176056115
30,0.08,4000,0.3125,True,0.6056338588192521
30,0.08,1000,0.0625,True,0.6788558204590612
30,0.06,2000,0.4375,True,0.6270486072589205
30,0.06,3000,0.25,True,0.6391561376319246
30,0.06,1000,0.3125,True,0.6110827460743112
30,0.0,2000,0.3125,True,0.6690834314568195
30,0.0,5000,0.0625,True,0.6933636264803453
30,0.0,3000,0.1875,True,0.69150874418787
30,0.0,250,0.25,True,0.673438573332048
30,0.0,4000,0.4375,True,0.6805336289745421
30,0.0,1000,0.3125,True,0.6788847485684386
276,0.0,2000,0.0,False,0.708348002137101
276,0.0,250,0.0,False,0.789487830704982
276,0.0,1000,0.0,False,0.7985768848289108
297,0.0,2000,0.25,True,0.6554904176931136
375,0.0,2000,0.3125,True,0.510653397214617
351,0.0,2000,0.3125,True,0.7387080214589915
351,0.0,1000,0.125,True,0.6233039752119536
190,0.0,2000,0.0625,True,0.4738659041914966
157,0.0,250,0.1875,True,0.587879242587094
157,0.0,500,0.3125,True,0.6316627946808314
282,0.0,500,0.25,True,0.6660569450256065
139,0.0,2000,0.0,False,0.7099062017078808
139,0.0,250,0.0,False,0.7151897748218814
139,0.0,500,0.0625,True,0.47321696470251984
341,0.0,2000,0.375,True,0.5606630423231574
341,0.0,250,0.375,True,0.5902728529959849
131,0.0,500,0.5,True,0.6492452660941143
377,0.0,2000,0.375,True,0.723371521590636
99,0.0,250,0.25,True,0.6722127401964382
80,0.0,2000,0.5625,True,0.6269966726433226
80,0.0,250,0.25,True,0.5485949844208442
61,0.0,2000,0.4375,True,0.6137089038892602
61,0.0,250,0.3125,True,0.5458790396286297
264,0.0,2000,0.1875,True,0.6663772150828423
264,0.0,250,0.125,True,0.5910892416252042
466,0.0,250,0.375,True,0.5587160547190091
350,0.0,2000,0.0,False,0.7075421683309078
350,0.0,250,0.0,False,0.7691624029253348
226,0.0,2000,0.3125,True,0.4672409039137795
226,0.0,1000,0.0625,True,0.48481988411138915
171,0.0,2000,0.0,False,0.5572942135929888
171,0.0,500,0.0,False,0.575454227905827
267,0.0,2000,0.0,False,0.7013034343269992
267,0.0,1000,0.125,True,0.6792374020203539
101,0.0,250,0.25,True,0.574852085738115
121,0.0,250,0.3125,True,0.5263208300452076
121,0.0,500,0.375,True,0.5247217590910471
444,0.0,250,0.0,False,0.6881228153182563
241,0.0,2000,0.6875,True,0.5093876518235954
332,0.0,500,0.0,False,0.8661434941513436
332,0.0,1000,0.0,False,0.7021001181395745
57,0.0,2000,0.125,False,0.6435442698772122
57,0.0,250,0.0,False,0.6433533573407189
52,0.0,2000,0.0,False,0.728171023288517
52,0.0,250,0.375,True,0.5474744564220728
52,0.0,1000,0.0,False,0.6714575146242475
452,0.0,250,0.125,True,0.6216278985933957
330,0.0,2000,0.0,False,0.8225173119604781
330,0.0,500,0.0,False,0.5714252048899667
330,0.0,1000,0.0,False,0.551902050603461
15,0.04,5000,0.1875,True,0.6312608298217264
15,0.04,4000,0.0,False,0.6667787905634185
